Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Jdg	15	17	What did Samson want the men of Judah to swear to him?	12	A	That they would not attack Samson themselves	That they would not let any harm come to Samson’s parents	That they would destroy their idols and worship only the God of Israel	That they would bury his body in his home town of Zorah	
Jdg	15	18	What did the men of Judah bind Samson with?	13	D	One new rope that had never been used	Three new ropes that had never been used	Fabric from the loom	Two new ropes	
Jdg	15	19	As Samson approached Lehi, what did the Philistines do?	14	C	Shot him with arrows	Threw stones at him	Came shouting to meet him	Threw spears at him	
Jdg	15	20	When the Spirit of the Lord rushed upon Samson, what did the ropes on his arms become like?	14	A	Flax that has caught fire	Threads	Dried wheat	Flash that has caught fire	
Jdg	15	21	When the bindings melted off his hands, what did Samson find for a weapon?	15	B	Nothing – he used his bare hands	A fresh jawbone of a donkey	A sword he seized from the nearest Philistine	A tree limb from the nearest tree	
Jdg	15	22	How many men did Samson strike down?	15	A	One thousand	Five hundred	Fifteen hundred	Two thousand	
Jdg	15	23	Samson said, “With the jawbone of a donkey _______ upon heaps.	16	D	Piled	Men	Donkeys	Heaps	
Jdg	15	24	What was the place called where Samson struck down a thousand of the Philistines?	17	C	Gaza	En-hakkore	Ramath-lehi	Beth-shan	
Jdg	15	25	What does Ramath-lehi mean?	17	A	The hill of the jawbone	The spring of bones	Burning ropes	Piles of frogs	
Jdg	15	26	Why did Samson call out to the Lord?	18	B	He was very sorrowful	He was very thirsty	He was very hungry	He was very lonely	
Jdg	15	27	What did Samson say to the Lord?	18	A	You have granted this great salvation by the hand of your servant	Must I now die of hunger and fall into the hands of the uncircumcised?	Where is your Spirit now that I am alone without a wife or child?	All of the above	
Jdg	15	28	What did God do for Samson?	19	D	Sent angels to minister to him	Sent ravens with bread to feed him	Sent rain to cool him and quench his thirst	Split open up a hollow place at Lehi, and water came out from it	
Jdg	15	29	What was the place called where God cared for Samson?	19	D	Ramath Lehi	Beth Millo	Spring of Harod	En-hakore	
Jdg	15	30	What does En-hakore mean?	19	B	The hill of a donkey	The spring of him who called	Flowing waters	Sweet honey	
Jdg	15	31	How long did Samson judge Israel in the days of the Philistines?	20	C	Five years	Ten years	Twenty years	Thirty years	
Jdg	16	1	Where did Samson go to see a prostitute?	1	C	Gilead	Timnah	Gaza	Bethlehem	
Jdg	16	2	When the people of the town were told that Samson was there, what did they do?	2	C	Stormed the house in which Samson with torches	Surrounded the place and stormed the house	Set an ambush for him all night at the gate of the city	Fled in terror	
Jdg	16	3	When did the people of the town plan to kill Samson?	2	B	At midnight	Light of the morning	At midday	At mid-afternoon	
Jdg	16	4	How long did Samson lay in the house?	3	A	Until midnight	Until dawn	Until midday	Until mid-afternoon	
Jdg	16	5	What did Samson do when he left the house?	3	D	Took hold of the doors of the gate of the city and the two posts	Pulled up the posts, bar and all, and put them on his shoulders and carried them off	Burned the doors and posts in the fields outside of the town	A and B	
Jdg	16	6	Where did Samson take the city gates and posts?	3	B	To Timnah	To the top of the hill that is in front of Hebron	To the Valley of Sorek	To Ramath Lehi	
Jdg	16	7	With whom did Samson fall in love?	4	A	Delilah	Deborah	Dora	Drusilla	
Jdg	16	8	Where did this woman live?	4	B	In Gaza	In the Valley of Sorek	In Timnah	In Hebron	
Jdg	16	9	What did the lords of the Philistines want Delilah to do?	5	C	Tell her where his parents were hiding	Put poison in the food she gave to Samson	Seduce him, and see where his great strength lies	Lure Samson into the cave of Etam, where they could ambush him	
Jdg	16	10	How much did the lords of the Philistines offer to pay Delilah for doing this task?	5	B	Eleven hundred shekels of silver	Eleven hundred shekels of silver from each of the Lords	Eleven hundred shekels of gold	Eleven hundred shekels of precious jewels	
Jdg	16	11	What did Delilah say to Samson?	6	A	Tell me where your great strength lies, & how you might be bound, that one could subdue you	Tell me the secret of your great wisdom and how you can subdued	Tell me the secret of your great strength and how you obtained it	Tell me the secret of your great popularity and how you lead the Israelites	
Jdg	16	12	How many times did Delilah try to subdue Samson before he told her the truth?	7-14	B	Two	Three	Four	Five	
Jdg	16	13	Where were the Philistine men when Delilah tried unsuccessfully to bind Samson?	9	C	Surrounding her house	Outside the city gates	Lying in ambush in an inner chamber	On her roof	
Jdg	16	14	What did Delilah say each time she tried to bind Samson?	9, 12, & 14	D	Samson, you are a fool!	Samson, your strength is gone!	Samson, you must marry me!	The Philistines are upon you, Samson!	
Jdg	16	15	How did Samson free himself from the seven fresh bowstrings?	9	A	He snapped them, as a thread of flax snaps when it touches the fire	He snapped them off his arms as if they were threads	They became like charred flax and dropped from his hands	He cut them off with a dagger	
Jdg	16	16	What did Delilah say to try to persuade Samson to tell her the truth?	10, 13, & 15	D	You have mocked me and told me lies	Stop lying to me	How can you say, ‘I love you,’ when your heart is not with me?	A and C	
Jdg	16	17	How many locks were on Samson’s head?	13-14	D	Three	Four	Five	Seven	
Jdg	16	18	In which instance does the Bible say that Samson slept while Delilah tried to subdue him?	14	C	When she tied him with seven fresh thongs (bowstrings)	When she tied him with new ropes	When she wove his locks into the web	All of the above	
Jdg	16	19	How long did Delilah press Samson before he told her the truth?	16	D	Seven days	Three days	One month	Day after day	
Jdg	16	20	When Samson told Delilah the truth, what did he say?	17	D	A razor has never come upon my head, for I am Nazirite to God	If my head were shaved, I would be exiled from Israel	If my head is shaved, then my strength will leave me	A and C	
Jdg	16	21	When Delilah sent for the rulers of the Philistines the last time, what did they bring with them?	18	D	New ropes	Her father	A loom	Money	
Jdg	16	22	What did Delilah do before the locks of Samson’s hair were shaved off?	19	C	Fed Samson	Gave Samson a drink	Made him sleep on her knees	Kissed Samson	
Jdg	16	23	Who shaved off the locks of Samson’s hair?	19	C	Delilah	Delilah’s servant girl	A man	The Philistine rulers	
Jdg	16	24	What did Delilah do after Samson’s locks were shaved off?	19	A	She began to torment him	She ran out of the house	She felt sorry for betraying him	She hid behind the Philistines	
Jdg	16	25	What happened to Samson when the locks of his hair were shaved off?	19	A	His strength left him	He was stronger	He was just as strong as before	The Spirit of the Lord came upon him in power	
Jdg	16	26	What did Samson think when he awoke from his sleep and his locks had been cut off?	20	D	I will never trust Delilah again	I must offer a burnt offering to God for breaking my Nazirite vow	I must flee – No Israelite must see me this way, dishonored and broken	I will go out as at other times and shake myself free	
Jdg	16	27	What did Samson NOT know when he awoke?	20	D	The Philistine rulers were hiding in the room	His braids had been burned	His hands were tied	The Lord had left him	
Jdg	16	28	What did the Philistines do to Samson after his strength left him?	21	D	Seized him and gouged out his eyes	Took him to Gaza	Bound him with bronze shackles	All of the above	
Jdg	16	29	What happened to the hair on Samson’s head while he was in prison?	21-22	C	The remaining bristles fell out and he was completely bald	It turned completely white	It began to grow again	It did not grow – it remained in stubbles on his head	
Jdg	16	30	Why did the lords of the Philistines gather?	23	D	To offer a great sacrifice to their god	To rejoice that their god had delivered their enemy, Samson, into their hands	To decide what to do to Samson	A and B	
Jdg	16	31	Who was the god of the Philistines?	23	A	Dagon	Hadad	Chemosh	Molech	
Jdg	16	32	Why did the Philistines want Samson brought out of the prison?	25	D	To be released	To kill him	To torture him	To entertain them	
Jdg	16	33	Where did Samson ask the young man to take him during this Philistine celebration?	26	C	Out of the temple so he could escape	Back to the prison	Among pillars on which the house rests	To the stone idol of the god in the temple	
Jdg	16	34	Who was in the Philistine temple at this time?	27	D	Men and women	All the lords of the Philistines	About three thousand men and women on the roof	All of the above	
Jdg	16	35	What did Samson do while he performed for the Philistines?	28	B	Wept bitterly	Called to the Lord	Laughed	Shouted	
Jdg	16	36	For what did Samson want to avenge when he was in the Philistine temple?	28	A	His two eyes	His dead wife	His burned fields	Israel’s Oppression	
Jdg	16	37	What did Samson do to the two middle pillars on which the house rested?	29-30	C	Climbed them	Leaned on them	Leaned his weight against them, he bowed up with all his strength	Kicked them	
Jdg	16	38	What were Samson’s last words?	30	C	Now I am avenged on the Philistines!	Now Israel is free from the Philistines!	Let me die with the Philistines!	May the God of Israel be praised in the gates!	
Jdg	16	39	What happened to the Philistine temple?	30	B	Nothing – it remained standing	The house fell upon the lords and upon all the people who were in it	It was burned to the ground by the Israelites who ambushed it	The Lord opened up the ground and swallowed it and everyone in it	
Jdg	16	40	Samson killed _______ when he died than while he lived.	30	B	More animals	More	More women	Less	
Jdg	16	41	Who went down to get Samson’s body?	31	D	His brothers	All his family	His mother & father	A and B	
Jdg	16	42	Where was Samson buried?	31	C	In Eshtaol	With the Philistines	In the tomb of Manoah his father	Text doesn’t say	
Jdg	16	43	How long had Samson judged Israel?	31	A	Twenty years	Twenty-two years	Thirty years	Fifteen years	
Jdg	17	1	Where did Micah live?	1	D	In Jerusalem	In Bethlehem	In Hebron	The hill country of Ephraim	
Jdg	17	2	What had Micah done?	2	D	Stolen a hundred pieces of gold from his mother	Stolen two hundred pieces of silver from his mother	Stolen five hundred pieces of bronze from his mother	Stolen eleven hundred pieces of silver from his mother	
Jdg	17	3	What had his mother done when she discovered the theft?	2	A	Uttered a curse	Wept bitterly	Tore her robes	Purchased a sword	
Jdg	17	4	What did Micah’s mother say when Micah confessed to the theft?	2	D	Blessed be my son by the Lord	The Lord punishes you severely for what you’ve done!	You are cut off and cast away from our family!	What caused you to do this evil deed, my son?	
Jdg	17	5	What did Micah’s mother do when he returned the silver to her?	3	D	Gave (restored) it back to Micah	Dedicate the silver to the Lord	Said to make a carved image and a metal image	All of the above	
Jdg	17	6	How many pieces of silver were used to make the carved image and metal image?	4	C	Fifty	One hundred	Two hundred	Five hundred	
Jdg	17	7	Who made the carved image and a metal image?	4	D	Micah	Micah’s brother	Micah’s father	A silversmith	
Jdg	17	8	Where was the image and idol placed?	4	C	In the tent of meeting in Shiloh	In Micah’s mother’s house	In Micah’s house	In the center of town	
Jdg	17	9	What did Micah have?	5	D	A shrine	An ephod	Household gods	All of the above	
Jdg	17	10	Who was Micah’s priest?	5	C	His father	His brother	One of his sons	Himself	
Jdg	17	11	“In those days there was no _______ in Israel. Everyone did what was right in his own eyes.”	6	A	King	Judge	Priest	Prophet	
Jdg	17	12	Who came to Micah’s house while on a journey?	7-8	D	A young man who was a Benjamite	A young man who was a Gadite	A young man who was a Danite	A young man who was a Levite	
Jdg	17	13	Where was this young man from?	7	B	Jerusalem in Judah	Bethlehem in Judah	Bethel in Ephraim	Gibeon in Benjamin	
Jdg	17	14	Why had this person left his home town?	9	A	To find a place	To find a wife	To find great wealth	To find food during a time of famine	
Jdg	17	15	What did Micah say to the young man on a journey?	10	C	May God bless you as you continue your journey, my son	Go back home, because this journey can only lead to great harm	Stay with me, and be to me a father and a priest	I will give you two hundred shekels of silver – make me another idol for my shrine	
Jdg	17	16	What did Micah agree to give this man if he stayed and served as a priest?	10	D	Ten pieces of silver a year	A suit of clothes	His living	All of the above	
Jdg	17	17	What did the young Levite man become to Micah?	11-12	D	Like one of his own sons	His priest	His ruler	A and B	
Jdg	17	18	Which of the following statements did Micah make?	13	B	Now I know that the Lord will be good to me, since I have returned my mother’s silver	Now I know that the Lord will prosper me, because I have a Levite as priest	Now I know that the Lord will be good to me, since I have a shrine in my house	Now I know that the Lord will be good to me, since this Levite blessed my house	
Jdg	18	1	In those days, what was the tribe of the Danites seeking?	1	A	An inheritance to dwell in	Food for their families	Grazing land for their sheep	All of the above	
Jdg	18	2	Why were they seeking this?	1	C	Because there was a famine in their territory	Because they were too numerous for their territory	Because no inheritance among the tribes of Israel had fallen to them	Because they had been driven out of their territory by the Canaanites	
Jdg	18	3	Whom did the Danites send to spy out and explore the land?	2	C	Five priests from Zorah and Eshtaol who represented all their tribe	Five rulers from Zorah and Eshtaol who represented all their tribe	Five able men from the whole number of their tribe	Five shepherds from Zorah and Eshtaol who represented all their tribe	
Jdg	18	4	Which Israelite judge (or leader) came from the area of Zorah and Eshtaol?	13:2	D	Ehud	Othniel	Deborah	Samson	
Jdg	18	5	What did the five men do when they came to the house of Micah?	2	B	Surrounded it	Lodged there	Raided it	Blessed it	
Jdg	18	6	When they were near Micah’s house, what did the five men recognize?	3	C	The silver image Micah had made	Micah’s mother	The voice of the young Levite	One of Micah’s sons	
Jdg	18	7	What did the five men ask Micah’s priest?	3	D	Who brought you here?	What are you doing in this place?	What is your business here?	All of the above	
Jdg	18	8	What did the young priest tell the five men about Micah?	4	D	Micah had hired him	He was Micah’s priest	Micah got him new shoes	A and B	
Jdg	18	9	What did the five men want from the young Levite priest?	5	A	To inquire of God to learn whether their journey would be successful	Food and water	The silver idol in the shrine	Twenty shekels of silver	
Jdg	18	10	What did the young Levite priest tell the five men before they left?	6	B	Go home. Your journey does not have the Lord’s approval	Go in peace. The journey on which you go is under the eye of the Lord	Go cautiously. You will be successful, but there will be many dangers	Go by night, or one of you will be killed	
Jdg	18	11	What did the young Danite men find in Laish?	7	C	The people were living in fear, with the town shut up tight	The people were living in great power with many mighty warriors	The people were living in security, quiet and unsuspecting	The people were living in great debauchery – drunk with much wine	
Jdg	18	12	To which nation did the Danite spies compare the people of Laish?	7	B	The Philistines	The Sidonians	The Midianites	The Moabites	
Jdg	18	13	With whom did the people of Laish have dealings with?	7	A	No one	The Sidonians	The Philistines	The Moabites	
Jdg	18	14	What did the five spies report to their brothers when they returned?	9-10	D	We have seen that the land is very good	Do not be slow to go, to enter in and possess the land	The land is spacious, for God has given it into your hands	All of the above	
Jdg	18	15	What did the spies advise their brothers to do?	9	C	Let’s live here – we have plenty where we are	Let’s negotiate a treaty of peace with the people of Laish	Arise, and let us go up against them	Let’s inquire of the Lord before we decide	
Jdg	18	16	How many men of the tribe of Dan, armed for weapons, set out from Zorah and Eshtaol?	11	C	Two hundred	Three hundred	Six hundred	Eight hundred	
Jdg	18	17	What did the five spies tell their brothers about Micah’s house?	14	D	It had an ephod and household gods	It had a carved image and a metal image	It had a priest	A and B	
Jdg	18	18	When the six hundred armed Danites went to Micah’s place, where did they stand?	16	A	At the entrance of the gate	Behind the house	On top of the hill overlooking the house	In the fields west of the house	
Jdg	18	19	What did the five spies do when they reached Micah’s house on this second occasion?	17	D	Went inside and took only the carved image and metal image	Went inside and took the ephod and household gods	Stayed outside and asked the priest to bring them the household gods	A and B	
Jdg	18	20	Where was the priest while all of this was happening?	17	B	In the shrine	At the entrance to the gate	Hiding in Micah’s house	In the fields away from the house	
Jdg	18	21	What did the five Danite spies tell the priest when he asked them what they were doing?	19	C	Keep quiet; put your hand on your mouth	Come with us and be to us a father and a priest	Is it better for you to be priest to the house of one man, or to be priest to a tribe and clan in Israel?	B and C	
Jdg	18	22	“Then the priest’s heart was _______.”	20	B	Sorrowful	Glad	Stunned	Scared	
Jdg	18	23	What did the Danites put in front of them when they turned away from Micah’s house and left?	21	D	The priest and gods of Micah	Their little ones	Their livestock and goods	B and C	
Jdg	18	24	What happened after the Danites had gone some distance from Micah’s house?	22	D	Micah and his sons overtook the Danites	The priest decided to turn back to live in the house of Micah	The Danites killed the priest	The Danites were ambushed by the men who lived near Micah	
Jdg	18	25	Who said, “What is the matter with you, that you come with such a company?”	23	B	Micah	The people of Dan	Men who lived near Micah	Five spies	
Jdg	18	26	Which of the following did Micah say to the people of Dan?	24	C	The gods I made are mine; they will not fight for you	You must pay me for my priest!	What have I left?	I will give you my land and house	
Jdg	18	27	Why did Micah go back home?	26	D	The people of Dan returned his idols to him	The people of Dan returned his priest to him	The people of Dan ridiculed and shamed him	Micah saw that the people of Dan were too strong for him	
Jdg	18	28	What did the people of Dan do when they reached the unsuspecting people of Laish?	27	B	Signed a treaty of peace with them to live together in the land	Struck them with the edge of the sword and burned the city with fire	Attacked them and forced them to become water carriers for the Danites	Forced them out of their homes to live as wanderers in Israel	
Jdg	18	29	Why did no one rescue Laish from the people of Dan?	28	D	The people of Laish were surrounded by enemies on all sides	It was far from Sidon	They had no dealings with anyone	B and C	
Jdg	18	30	Where was the city of the people of Laish?	28	A	In the valley that belongs to Beth-rehob	In the valley of Sorek	In the valley between Mount Gerizim and Mount Ebal	In the valley by the Hill of Moreh	
Jdg	18	31	After rebuilding the city, what did the people of Dan name it?	28-29	C	Laish	Beth Rehob	Dan	Israel	
Jdg	18	32	Who were priests for the tribe of Dan until the time of the captivity?	30	C	Micah and his sons	The five spies and their sons	Jonathan the son of Gershom, son of Moses, and his sons	Appointed elders from the tribe of Dan	
Jdg	18	33	What idols did the Danites use?	31	B	The idols of the people of Laish	The carved image Micah had made	The idols for Dagon, the Philistine god	No idols – they worshiped the Lord God of Israel	
Jdg	18	34	Where was the house of God?	31	D	Shechem	Zorah	Eshtaol	Shiloh	
Jdg	19	1	What words open Judges 18 and Judges 19?	1	C	Again, the Israelites did evil in the eyes of the Lord	The Lord raised up another judge who saved them	In those days, when there was no king in Israel	The nations of the land were thorns in Israel’s side	
Jdg	19	2	What did a Levite from a remote area in the hill country of Ephraim do?	1	A	Took a concubine from Bethlehem in Judah	Took a concubine from Dan	Took a concubine from Jerusalem in Judah	Took a concubine from Gilead in Manasseh	
Jdg	19	3	What did his concubine do?	2	B	Bore him a son	Was unfaithful to him	Left him and went back to her father’s house in Jerusalem	All of the above	
Jdg	19	4	What does the footnote say for unfaithful to* him?	2	A	Became angry with	Ran away from	Argued with	Turned away from	
Jdg	19	5	After four months of separation, what did the Levite try to do?	2-3	C	Divorce his concubine	Get a different wife	Speak kindly to her and bring her back	Find a woman to help raise his child	
Jdg	19	6	Who traveled with the Levite to Bethlehem?	3	A	His servant and a couple of donkeys	His servant, his father, and a couple of donkeys	His father, brothers, and a couple of donkeys	He had no one – just a couple of donkeys	
Jdg	19	7	How was the Levite received in Bethlehem.	3-4	D	His concubine brought him into her father’s house	Her father came with joy to meet him & His father-in-law made him stay	He stayed with his concubine and her father -- eating, drinking, and sleeping there	All of the above	
Jdg	19	8	On which day did the Levite and his concubine arise early and prepare to go?	5	B	The second day	The fourth day	The sixth day	The seventh day	
Jdg	19	9	Why did the Levite and his concubine NOT leave on that day?	5	D	His concubine became ill	The Levite became ill	The girl’s father became ill	The girl’s father persuaded the Levite to eat and stay another day	
Jdg	19	10	What did the girl’s father say to the Levite on the fifth day?	8	C	Refresh yourself with something to eat. Then you can go	Now look, it’s almost midday	Strengthen your heart and wait until the day declines	Early next week you can get up and be on your way home	
Jdg	19	11	When the Levite was unwilling to stay another night, which direction did he travel?	10	B	Toward Jericho	Opposite Jebus	Toward Shiloh	Toward Shechem	
Jdg	19	12	When the day was nearly over, where did the Levite’s servant want to spend the night?	11	A	In Jebus, the city of the Jebusites	In Ramah, a city of the Israelites	In Laish, a city of the Canaanites	In Zorah, a city of the Danites	
Jdg	19	13	Why did the Levite not want to spend the night where his servant had suggested?	12	C	It was a city of warriors	The gates were already closed for the night	It was a city of foreigners, whose people were not Israelites	He wanted to continue traveling through the night	
Jdg	19	14	Where did the Levite, his concubine, and his servant stop to spend the night?	15	C	Ramah	Jerusalem	Gibeah	Gilead	
Jdg	19	15	What did the Levite and his traveling companions do when they reached the city?	15	B	Knocked on doors until they found a place to stay	Sat down in the open square of the city	Went to the tower in the middle of the city	Sat at the entrance to the gates of the city	
Jdg	19	16	Who took the travelers into his home for the night?	16	D	An old man who ran an inn	An old man from Bethlehem, who served as the town’s priest	An old man from Ramah, who was staying there	An old man from the hill country of Ephraim	
Jdg	19	17	Where had the old man been when the Levite arrived?	16	A	His work in the field	In the temple shrine of the city	Out with the sheep	Crushing grapes in a winepress	
Jdg	19	18	What did the Levite tell the old man about his situation?	18-19	D	They were passing from Bethlehem	They were going to the house of the Lord	They had straw, bread, and wine	All of the above	
Jdg	19	19	What did the old man say?	20	B	This is a wicked city	Do not spend the night in the square	Go to the inn to spend the night	All of the above	
Jdg	19	20	Who wanted the old man to send out the Levite?	22	A	Worthless fellows	Thieves	Canaanites	Gibeonites	
Jdg	19	21	What did the master of the house say to the men who surrounded his house?	23-24	D	No, my brothers, don’t act so wickedly	Since this man has come into my house, don’t do this vile thing	Here are my virgin daughter, and his concubine, do with them what seems good to you	All of the above	
Jdg	19	22	Who was given to the worthless fellows for them to abuse that night?	25	A	The concubine	The old man	The Levite	The Levite’s servant	
Jdg	19	23	Where did her master find his concubine in the morning?	27	B	In the city square	Laying at the door of the house, with her hands on the threshold	At the front gate to the city	In the house where her master was staying	
Jdg	19	24	What did the Levite do with his concubine when there was no answer?	28	C	Beat her	Left her in Gibeah with the old man from Ephraim	Put her on the donkey and went away to his home	Sent her back to Bethlehem	
Jdg	19	25	When the he entered his house, what did he do?	29	D	Took a knife and taking hold of his lamb he divided it, limb by limb, into twelve pieces	Took a knife and taking hold of his goat he divided it, limb by limb, into twelve pieces	Took a knife and taking hold of his servant he divided him, limb by limb, into twelve pieces	Took a knife and taking hold of his concubine he divided her, limb by limb, into twelve pieces	
Jdg	19	26	What did the Levite do with the twelve parts he had cut up?	29	C	Buried them under the big oak tree in the hill country of Ephraim	Offered them on a single altar as a burnt offering to the Lord	Sent them throughout all the territory of Israel	Hung them from a tree for all of Israel to see	
Jdg	19	27	“All who saw it said, _______.”	30	D	Such a thing has never happened	Consider it, take counsel, speak	Who has done this	A and B	
Jdg	20	1	Where did all the people of Israel, assemble as one man, to the Lord?	1	C	Shechem	Shiloh	Mizpah	Bethlehem	
Jdg	20	2	Who presented themselves in the assembly of the people of God?	2	A	The chiefs of all the people, of all the tribes of Israel	The priests of all the people, of all the tribe of Levi	The judges of all the people, of all the tribe of Ephraim	The prophets of all the people, of all the tribes of Israel	
Jdg	20	3	How many men on foot assembled?	2	C	100,000	200,000	400,000	500,000	
Jdg	20	4	With what were the men on foot armed?	2	B	Trumpets	Swords	Torches	Shields	
Jdg	20	5	Who heard that the people of Israel had gone up to Mizpah?	3	C	The people of Jerusalem	The people of Midian	The people of Benjamin	The people of Sidon	
Jdg	20	6	What did the people of Israel want to know?	3	D	Why they had been called to assemble	What the book of the law of Moses said about concubines	Who had been called by God to lead them in battle	How did this evil happen?	
Jdg	20	7	What did the Levite, the husband of the murdered woman, tell Israel?	5	C	I and my concubine came to Gibeah in Benjamin to live	During the night the men of Gibeah came after me, intending to kill my wife	The leaders of Gibeah violated my concubine, and she is dead	My verdict is that the men of Gibeah be forced to pay for my concubine!	
Jdg	20	8	“All the people arose as one man, saying, “ ”.	8	A	None of us will go to his tent, and none of us will return to his house	Judah will go up to fight Gibeah first, since the murdered wife was from Bethlehem in Judah	Let us purge the evil from among us! Let us purge the evil from Israel for all of our sakes	May the Lord God destroy Gibeah for this evil deed	
Jdg	20	9	What were Israel’s battle plans for fighting against Gibeah?	8-11	D	Go up against it by lot	When the army arrived in Gibeah, they would burn the city	All the men of Israel gathered against the city, united as one man	A and C	
Jdg	20	10	What did the tribes of Israel tell the tribe of Benjamin to do?	13	A	Give up the men, that we may put them to death	Surrender the wicked men of Gibeah so that they might be brought to trial	Abandon the territory around Gibeah so that we may burn it to the ground	Compensate the Levite for the loss of his wife	
Jdg	20	11	How did the tribe of Benjamin respond to the other tribes of Israel?	13	D	They did as the tribes of Israel asked	They pleaded with the tribes of Israel to leave them alone	They joined the tribes of Israel at Mizpah	They would not listen to the voice of their brothers	
Jdg	20	12	Which of the following describes the army that the Benjamites mobilized at Gibeah to fight against the Israelites?	16	D	Twenty thousand swordsmen from their towns	Six hundred chosen men from those living in Gibeah	Eight hundred chosen men from among the soldiers who were left-handed	700 left-handed men; every one could sling a stone at a hair and not miss	
Jdg	20	13	How many men did Israel, apart from Benjamin, muster?	17	C	Twenty-six thousand	Seven hundred chosen men who were left-handed	Four hundred thousand men who drew the sword	Two hundred thousand swordsmen, armed for battle	
Jdg	20	14	Where did the Israelites inquire of God as to who should go first to fight against the Benjamites?	18	B	Mizpah	Bethel	Shiloh	Bethlehem	
Jdg	20	15	Whom did the Lord say should go first to fight against the Benjamites?	18	A	Judah	Levi	Ephraim	Issachar	
Jdg	20	16	Where did the Israelites encamp?	19	D	Jabesh Gilead	Bethel	Mizpah	Gibeah	
Jdg	20	17	How many Israelites did the Benjamites destroy the first day in the battle at Gibeah?	21	C	Ten thousand	Twenty thousand	Twenty-two thousand	Forty thousand	
Jdg	20	18	What did the men of Israel do after losing so many in the first battle?	23	D	Took up their positions where they had stationed themselves the first day	Wept before the Lord until evening	Inquired of the Lord if they should go up again to battle against the Benjamites	B and C	
Jdg	20	19	What happened on the second day when the Benjamites went against Israel?	25	B	Israel cut down 18,000 Benjamites, all of them armed with swords	The Benjamites destroyed 18,000 men who drew the sword	The Lord caused the sun to stand still until the Benjamites were defeated	The Israelites fled from the battlefield in total defeat, and returned to their homes	
Jdg	20	20	After the second day of battle, what did the Israelites do?	26	C	Went up to Bethlehem	Joined together in praising the Lord in song	Wept, fasted, offered burnt offerings and peace offerings before the Lord	Inquired of the high priest on what they should do//	
Jdg	20	21	In those days, where was the ark of the covenant of God?	26-27	C	Bethlehem	Jerusalem	Bethel	Shiloh	
Jdg	20	22	Who ministered before the ark of the covenant of God in those days?	28	A	Phinehas	Eleazar	Aaron	Gershom	
Jdg	20	23	How did the Lord respond to the inquiry of Israel after the second day of battle?	28	C	Judah shall go first	Go up against them	Go up, for tomorrow I will give them into your hand	Go home. I will take vengeance on Gibeah myself	
Jdg	20	24	What did the Israelites do differently on the third day of battle against Benjamin?	29	B	Took up a different position against Gibeah than they had done the previous two days	Set men in ambush around Gibeah	Surrounded the city while they blew their trumpets	Took the ark of the covenant of God with them into battle	
Jdg	20	25	How many Israelite men fell in the open field and on the roads?	31	B	About Twenty	About Thirty	About Forty	About Fifty	
Jdg	20	26	What did the Israelites say when they met the Benjamites in battle on the third day?	32	D	Surely the Lord has deserted and abandoned us	Who are we to fight the mighty soldiers of Gibeah?	Be strong and very courageous!	Let us flee and draw them away from the city to the highways	
Jdg	20	27	When the men of Israel moved from their place, where did they set themselves?	33	A	Baal-tamar	Bethel	Spring of Harod	Beth Horon	
Jdg	20	28	The men of Israel who were in ambush rushed out of their place from _______.	33	C	the North	Gilboah	Maareh-geba           D The South and west		
Jdg	20	29	Who led the attack on Gibeah?	34	B	Ten thousand of the finest men from Levi	Ten thousand chosen men out of all Israel	Five thousand of Israel’s finest men	Twenty thousand of Dan’s finest men	
Jdg	20	30	How hard was the battle?	34	D	The number of lives lost could not be counted	The blood flowed like rivers through the fields	The men had to stand on fallen soldiers to fight	The Benjaminites did not know that disaster was close upon them	
Jdg	20	31	Who defeated Benjamin?	35	B	The Ammonites	The Lord	The men of Gibeah	The tribe of Judah	
Jdg	20	32	How many Benjamites, who drew swords, were struck down on the third day?	35	C	Ten thousand	Twenty thousand	Twenty-five thousand one hundred	Thirty-one hundred	
Jdg	20	33	Why did the men of Israel give ground to the Benjamites?	36	B	They were afraid of the left-handed soldiers	They trusted the men in ambush whom they had set against Gibeah	They were going to go around and double back to take Gibeah	They wanted a remnant of the Benjamites to remain alive	
Jdg	20	34	What did the Israelite men who had been in ambush do?	37-38	D	Hurried and rushed against Gibeah	Struck all the city with the edge of the sword	Sent up a great cloud of smoke from the city	All of the above	
Jdg	20	35	What was the signal for the men of Israel to turn in the battle?	38	A	A great cloud of smoke rising from the city	The sound of blowing trumpets	The sound of loud shouting from inside the city	A red rope hanging from the wall of the city	
Jdg	20	36	How did the men of Benjamin react when they saw the column of smoke rising from Gibeah?	41	B	They were encouraged that the people inside the walls of Gibeah were fighting also	They were dismayed, for they saw that disaster was close upon them	They were sorrowful because they realized that their families in the city had been killed	They were strengthened in will to take vengeance on the Israelites who had burned their city	
Jdg	20	37	Which direction did the men of Benjamin flee?	42	D	The city of Gibeah	To the Jordan River	To the Jabbok River	In the direction of the wilderness	
Jdg	20	38	How many men of valor of Benjamin fell in the vicinity of Gibeah on the east?	43-44	B	Eight thousand	Eighteen thousand	Twenty-eight thousand	Eighty thousand	
Jdg	20	39	As the Benjamites turned & fled to the rock of Rimmon, how many were cut down in the highways?	45	A	Five thousand	Six thousand	Eight thousand	Nine thousand	
