Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D
Luk	21	18	According to Luke 21, when Jesus comes the second time, He shall appear in the clouds with what?	27	D	With the saints of old.	With the stars of heaven	With a fierce flame of fire	With power and great glory
Luk	21	19	To what did Jesus compare the ability of the disciples to know that the kingdom of God was near?	30-31	A	Figs sprouting leaves	Seeds on rocky soil	Children in the marketplace	Sheep in a pasture
Luk	21	20	How did the people of that time understand when they see fig trees sprouting leaves?	30	C	They understand that the weather will be calm.	They understand that winter is coming.	They understand that summer is near.	They understand that spring is about to begin.
Luk	21	21	What did Jesus say would certainly not pass away until the things He described had happened?	32	D	Wars and rumors of wars	Famines and feasts	Heaven and the angels	This generation
Luk	21	22	Like what did Jesus say ‘that day’ would close on them if their hearts were weighed down with dissipation, drunkenness, and cares of life?	34	C	A wolf	A thief	A trap	A heavy door
Luk	21	23	What did Jesus do each day in the temple?	37	B	Made sacrifices	Teach	Said the morning prayers	Said the evening prayers
Luk	21	24	Where did Jesus go each evening?	37	A	The mount called Olivet	The house of Zacchaeus	The temple steps	An upper room
Luk	21	25	When did all the people arrive to hear Jesus in the temple?	38	D	At dusk	At the ninth hour	At noontime	Early in the morning
Luk	22	1	What feast was drawing near at the beginning of Luke 22?	1	C	The Feast of Booths	The Feast of Weeks	The Feast of Unleavened Bread	The Feast of Pentecost
Luk	22	2	The feast is also called what?	1	C	The Feast of Blood	The Feast of the Lord	Passover	The Holy Feast
Luk	22	3	What hindered the plans of the chief priests and the scribes of killing Jesus?	2	A	Their fear of the people	The fear of the Lord.	The disagreement among them.	The Passover
Luk	22	4	What influenced Judas called Iscariot to betray Jesus?	3	B	The Pharisees	Satan	Evil spirit	Bitterness
Luk	22	5	Who did Judas confer with in an attempt to betray Jesus?	4	B	The scribes and the Sadducees	The chief priests and officers	The Pharisees and the scribes	The Levites and the priests
Luk	22	6	What reward did Jesus' enemies agree to give to Judas for betraying Jesus?	5	D	Pieces of diamond	Gold	Jewels	money
Luk	22	7	To whom did Jesus say, “Go and prepare the Passover for us?”	8	D	Judas and Peter	Andrew and James	James and John	Peter and John
Luk	22	8	Where did Jesus instruct two men to follow a man carrying a jar of water?	10-11	A	Into the house that he enters	The temple, to a room with a small alter	The gates of Jerusalem	The Jordan River, so they could obtain water
Luk	22	9	Where did Jesus and His disciples go to eat the Passover?	12	A	In a large upper room furnished	In the house of Simon the Pharisee	In a small synagogue	In the temple's court
Luk	22	10	Who reclined at the table with Jesus during the Passover meal in the upper room?	14	D	Only Judas	Only Peter	The women who had traveled with him	The apostles
Luk	22	11	What did Jesus tell the apostles to take and divide among themselves?	17	B	The bread	The cup	Both the bread and the cup	All that they ate that night
Luk	22	12	When again would Jesus drink the fruit of the vine after the last supper with His disciples?	18	C	In the next Passover	On the day of Pentecost	When the kingdom of God comes	Before His death
Luk	22	13	About what did Jesus say, “This is my body which is given for you. Do this in remembrance of Me?	19	A	The bread	The cup	Both the bread and the cup	All that they ate that night
Luk	22	14	Jesus brought a new covenant that was established in                                ?	20	C	His ascension	His love	His blood	His word
Luk	22	15	Where was the hand of the one who was going to betray Jesus?	21	D	On his sword	Holding the cup	Clasped with the other apostles	With Jesus on the table
Luk	22	16	Among believers, who is the greatest?	26	D	The greatest is the one who knows scriptures	The greatest is the one who has faith	The greatest is the one who is the oldest	The greatest is the youngest
Luk	22	17	In the body of Christ, who should be the leader?	26	C	The evangelist	The apostles	The one who serves	The most intelligent person.
Luk	22	18	At the Last Supper, what did Jesus confer on the apostles, as his Father had conferred upon Him?	29	C	Freedom from pain	Strength to withstand enemies	A kingdom	Power and authority over demons
Luk	22	19	Who will Jesus appoint to judge the twelve tribes of Israel?	30	A	The 12 apostles	The prophets	The martyrs	His three favorite disciples.
Luk	22	20	What did Jesus tell Simon that Satan had asked to do?	31	A	Sift him like wheat	Sift all of them like flour	Grind all of them like grain	Scatter all of them like chaff in the wind
Luk	22	21	Who said he was ready to go with Jesus both to prison and to death?	33	A	Peter	Andrew	James	John
Luk	22	22	When, according to Jesus, would Peter deny knowing Jesus three times?	34	C	After the dawn	On the day he was crucified	Before the rooster would crow	Before the sunset
Luk	22	23	How many swords did the disciples have?	38	B	One	Two	Three	Four
Luk	22	24	Where did Jesus go after the last supper?	39	C	Nazareth	Jerusalem	Mount Olives	Bethany
Luk	22	25	Where was Jesus when he prayed, “…remove this cup from Me. Nevertheless, not My will, but Yours, be done?”	42	A	On the Mount of Olives	Golgotha	The upper room	The temple
Luk	22	26	How was Jesus strengthened on the eve before his arrest?	43	B	The Lord made His light shine upon Him	An angel strengthened Him	His disciples encouraged Him.	He made His disciples pray for Him throughout the night
Luk	22	27	As it fell to the ground, to what was Jesus ‘sweat compared?	44	D	Myrrh	Hyssop	Raindrops	Blood
Luk	22	28	Why, when Jesus finished praying, did He find His disciples asleep?	45	A	They were sleeping from sorrow	They had been up for three days	Satan had tempted them	A spell had been cast upon them
Luk	22	29	With what did Judas intend to betray the Son of Man?	47	B	The sword	A kiss	A hug	A glance
Luk	22	30	Whose right ear was cut by the disciples of Jesus?	50	D	A Levite	A temple guard	Cleopas	The servant of the high priest
Luk	22	31	By coming to arrest Jesus with swords and clubs, they made Jesus look like what?	52	B	A rebel	A robber	A liar	A blasphemer
Luk	22	32	Where was Jesus immediately taken to when he was arrested?	54	D	Pilate's palace	The synagogue of Jerusalem.	The temple.	The high priest's house
Luk	22	33	Who saw Peter in the light of the fire and recognized him as one who was with Jesus?	56	C	A temple guard	A servant boy	A servant girl	A son of the high priest
Luk	22	34	Three people identify Peter as one of the disciples of Jesus while Jesus was being interrogated. Between the second and the third person, what was the time interval?	59	D	4 hours	3 hours	2 hours	An hour
Luk	22	35	Who turned and looked at Peter after he denied Jesus a third time?	61	B	A servant girl	The Lord	James	A Galilean
Luk	22	36	What did Peter do upon realizing that he had betrayed Jesus three times?	62	C	He was afraid	He ran away with shame	He wept bitterly	He sobbed softly
Luk	22	37	Who blindfolded Jesus and demanded, “Prophesy! Who is it that struck you?”	63	D	Judas	Servants of the chief priests	Sons of the Pharisees	The men who were holding Jesus
Luk	22	38	Who tried to get Jesus to say He was the Messiah, to which Jesus replied, “You say that I am?”	66-67	D	Judas	The Twelve	The scribes and the Pharisees	The assembly of the elders of the people
Luk	23	1	What accusations were hurled against Jesus before Pilate?	2	D	Misleading our nation	Forbidding us to give tribute to Caesar	Saying He was Christ, a king	All  of the above
Luk	23	2	What did Pilate ask Jesus, as recorded in Luke 23?	3	B	Who is your mother?	Are you the king of the Jews?	Who do people say that you are?	Who do you say that you are?
Luk	23	3	What answer did Jesus give Pilate when he asked whether He was the King of the Jews?	3	B	He replied, "I am not."	He replied, "You have said so."	He replied, "Indeed."	He replied, "You know it!"
Luk	23	4	Who announced to the chief priests and the crowds, “I find no guilt in the Man?”	4	A	Pilate	Herod	The leader of the Pharisees	The leader of the Sadducees
Luk	23	5	Why did Pilate send Jesus to Herod?	6-7	A	He learned that Jesus was a Galilean	He did that because Herod was in Jerusalem	He did that because he wanted Herod to deal with the matter	He did that because he saw that the matter was a Jewish religious matter
Luk	23	6	What had Herod hoped to see Jesus do?	8	C	Rebuke the Pharisees	Turn water into wine	Perform some sort of a sign	Defy his accusers
Luk	23	7	What did Herod do at some length?	9	A	Questioned Jesus	Spoke to the peoples	Ignored Jesus	Argued with Pilate
Luk	23	8	Who mocked Jesus, dressed Him in splendid clothing, and sent Him back to Pilate?	11	B	Herod’s wife	Herod and his soldiers	Pilate’s wife	The Bible does not say
Luk	23	9	How were the arrest and the suffering of Jesus beneficial to the politics of that time?	12	B	It made Herod a good leader	It created a political friendship between Herod and Pilate	It made Pilate a pious governor	It ended all political struggles.
Luk	23	10	To whom did Pilate say, “I did not find this man guilty of any of your charges?”	14	D	The chief priests	The rulers	The people	All of the above
Luk	23	11	Why did Pilate not sentence Jesus to death?	14	B	Because Jesus was a Jew	Because he found Jesus not guilty	Because Jesus had paid taxes	Because Jesus was a friend of Rome
Luk	23	12	Did Herod find Jesus guilty of any of the charges?	15	C	Yes	He found Him guilty of some charges	No	Text doesn’t say
Luk	23	13	Why was Barabbas imprisoned?	18-19	D	He was imprisoned for robbery	He was imprisoned for blasphemy	He was imprisoned destroying the temple	He was imprisoned for insurrection and murder
Luk	23	14	When appealing to the people again, what did Pilate say he wanted to do to Jesus?	20	B	Stone him	Release Him	Crucify him	Bless him
Luk	23	15	What did Pilate ultimately decide to do?	24	D	Imprison Jesus	Send Jesus to Herod again	Crucify Barabbas	Grant the people’s demand
Luk	23	16	Who was seized and made to carry the cross behind Jesus?	26	C	Joseph of Arimathea	Herod the Tetrarch	Simon of Cyrene	No one
Luk	23	17	Who carried Jesus' cross for Him?	26	A	Simon of Cyrene	Simon the leper	Simon Peter	Simon the brother of Jesus
Luk	23	18	Who was led out with Jesus to also be executed at the place called the Skull?	32	B	One criminal	Two criminals	Three criminals	Four criminals
Luk	23	19	Why, while being crucified, did Jesus ask the Father to forgive those who crucified him?	34	C	They could not help themselves	He wanted them in heaven	They knew not what they were doing	They were only doing their jobs
Luk	23	20	What did those who crucified Jesus do with His clothing?	34	A	Cast lots and divided them	Auction them off	Sell them	They simply gave them away
Luk	23	21	What was Jesus offered to drink on the cross?	36	C	Wine	Water	Sour wine	Vinegar
Luk	23	22	What did the inscription over Jesus say?	38	C	Simply ‘Jesus’	Here is the Messiah	This is the King of the Jews	He Who Could Not Save Himself
Luk	23	23	The inscription was written in which language(s)?	38	D	Greek	Latin	Hebrew	All of the above
Luk	23	24	Who asked Jesus to remember him when He came into His kingdom?	41-42	A	One of the criminals	Herod	Pilate	A believing soldier
Luk	23	25	To whom did Jesus say, “Truly I say to you, today you will be with Me in Paradise?”	43	A	One of the criminals	Herod	Pilate	A believing soldier
Luk	23	26	While Jesus was on the cross, darkness came over the land. How long did it last?	44	A	3 hours	2 hours	4 hours	An hour
Luk	23	27	Why was it dark from approximately noon until three in the afternoon?	44-45	B	A curtain fell over the land	The sun’s light failed	The sky changed colors	Clouds hid the sun
Luk	23	28	What did Jesus tell the Father He committed to Him right before He breathed His last?	46	D	His mother	His belongings	His life	His spirit
Luk	23	29	Who, at the time Jesus died, glorified God and said, "Certainly this man was innocent!"?	47	C	Pilate	Peter	The centurion	One of the criminals
Luk	23	30	According to Luke 23, while Jesus was on the cross, where were His acquaintances and the women who had followed Him from Galilee?	49	A	They stood at a distance, watching.	They were standing right under the cross	They were standing near the cross, watching	They were in hiding
Luk	23	31	According to Luke 23, who sought permission from Pilate to bury Jesus?	50	A	Joseph of Arimathea	Nicodemus	Peter	John
Luk	23	32	Which of these men opposed the council's decision to have Jesus killed?	50-51	B	Annas	Joseph of Arimathea	Caiphas	Gamaliel
Luk	23	33	On what day was Jesus buried?	54	A	Preparation Day	The Sabbath	Pentecost	Sunday
Luk	24	1	On which day of the week did the women go to the tomb?	1	A	1st day of the week	2nd day of the week	3rd day of the week	The Sabbath day
Luk	24	2	What did the women take with them?	1	B	Linen cloth	Spices	Gold, frankincense, and myrrh	Stones, and more stones
Luk	24	3	After seeing the stone rolled away from Jesus’ tomb, where did they then find his body?	2-3	D	Inside	By the entrance	About ten cubits away	Nowhere
Luk	24	4	What frightened the women at the tomb?	4-5	D	The sight of Jesus walking to them	A dark-winged angel	A vision of John the Baptist	Two men standing in dazzling apparel
Luk	24	5	Who did Mary Magdalene, Joanna, Mary the mother of James, and others report about the tomb?	9-10	A	The apostles	The Twelve	Peter and James	James and John
Luk	24	6	Who got up and ran to the tomb to find strips of linen lying by themselves?	12	A	Peter	James	Andrew	The guards
Luk	24	7	How many disciples were on their way to Emmaus?	13	C	3	7	2	5
Luk	24	8	How far How far was Emmaus from Jerusalem?	13	C	Five miles	Six miles	Seven miles	Eight miles
Luk	24	9	As the disciples were walking on the road to Emmaus, who came and walked with them?	15	B	A servant of Pilate	Jesus	An angel	A Samaritan
Luk	24	10	What did the two disciples walking to Emmaus explain to the one walking with them?	19-24	B	How to get to Emmaus	All that had happened to Jesus	The plan of salvation	John’s baptism
Luk	24	11	Who did the two disciples walking to Emmaus say that Jesus of Nazareth was?	19	D	The Messiah	King of the Jews	A priest	A prophet mighty in deed and word
Luk	24	12	What had the two men walking to Emmaus hoped that Jesus would do?	21	A	Redeem Israel	Rise on the third day	Conquer Rome	Build a second temple
Luk	24	13	Who said, “O foolish ones, and slow of heart to believe all that the prophets have spoken!”	25	D	An angel of the Lord	Peter	The two walking to Emmaus	Jesus
Luk	24	14	With what Old Testament figures did Jesus begin an explanation of scriptures about Himself?	27	A	Moses and all the Prophets	David	Solomon	Abraham and Isaac
Luk	24	15	What happened when Jesus took bread, gave thanks, broke it, and began to give it to the men?	30-31	B	An angel of the Lord appeared	Their eyes were opened, the recognized HIm	Jesus began to weep	The men turned and ran
Luk	24	16	What happened when the two men recognized Jesus?	31	D	They fell at his feet	They begged him for forgiveness	They hid their faces from him	He vanished from their sight
Luk	24	17	When the two from the road to Emmaus told the eleven who they saw, to whom did the eleven say Jesus had also appeared?	34	C	Pilate	Herod	Simon	John
Luk	24	18	How did Jesus greet His disciples when He revealed himself to them?	36	D	He said, "Hallelujah."	He said, "Praise the Lord."	He said, "Shallom."	He said, "Peace to you."
Luk	24	19	When Jesus appeared to the disciples, what did they think they were seeing?	37	B	A vision from God	A spirit	One of Jesus’ brothers	A figment of their imagination
Luk	24	20	What did Jesus show the disciples as He explained that He was truly Himself?	40	A	His hands and His feet	His arms and legs	Blood on his hands	Blood on his side
Luk	24	21	Why did Jesus open the minds of the disciples?	45	D	So they could prophesy	So they would know their own sins	So they would believe he was the Messiah	So they could understand the scriptures
Luk	24	22	According to Luke 24, since the Christ has risen from the dead, what must be preached in His name?	47	B	Spiritual matters	Repentance and forgiveness of sins	Righteousness and forgiveness	Heaven and hell
Luk	24	23	What ‘clothing’ did Jesus tell the disciples they would receive after waiting in the city?	49	B	Righteousness and glory	Power from on high	Purple robes	White robes
Luk	24	24	To the vicinity of what city did Jesus lead the disciples before then blessing them?	50	D	Nazareth	Rome	Jerusalem	Bethany
Luk	24	25	What was Jesus doing as He left and was taken up into heaven?	51	A	Blessing the disciples	Praying	Weeping	Bowing his head
